soc_code_clean,AIOE,Title,Description,Employment,Mean_Wage,has_employment_data,has_wage_data,Employment_log,Mean_Wage_log
51-4072,2.9394189334646876,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend metal or plastic molding, casting, or coremaking machines to mold or cast metal or thermoplastic parts or products.",1039320.0,44393.68972020167,True,True,13.854078173280199,10.700875140371199
51-4081,3.050189744699076,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend more than one type of cutting or forming machine tool or robot.",899640.0,47343.0107598595,True,True,13.709751073840224,10.765195601909724
51-4111,2.9785700820017498,Tool and Die Makers,"Analyze specifications, lay out metal stock, set up and operate machine tools, and fit and assemble parts to make and repair dies, cutting tools, jigs, fixtures, gauges, and machinists' hand tools.",383690.0,65077.33691261175,True,True,12.857592820135089,11.083347006498336
51-4121,2.68334626040225,"Welders, Cutters, Solderers, and Brazers","Use hand-welding, flame-cutting, hand-soldering, or brazing equipment to weld or join metal components or to fill holes, indentations, or seams of fabricated metal products.",3007900.0,55100.82000731408,True,True,14.916753051276206,10.916938025581231
51-4122,2.8352364011665627,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders","Set up, operate, or tend welding, soldering, or brazing machines or robots that weld, braze, solder, or heat treat metal products, components, or assemblies. Includes workers who operate laser cutters or laser-beam machines.",242000.0,49194.14297520661,True,True,12.396697137361691,10.803550177591132
51-4191,2.9501389138655845,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend heating equipment, such as heat-treating furnaces, flame-hardening machines, induction machines, soaking pits, or vacuum equipment to temper, harden, anneal, or heat treat metal or plastic objects.",97000.0,49027.43402061856,True,True,11.48247656671073,10.800155694926943
51-4192,3.0250916232072154,"Layout Workers, Metal and Plastic","Lay out reference points and dimensions on metal or plastic stock or workpieces, such as sheets, plates, tubes, structural shapes, castings, or machine parts, for further processing. Includes shipfitters.",33070.0,65956.47112186272,True,True,10.406412044405862,11.096765436367038
51-4193,2.8786384877414375,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend plating machines to coat metal or plastic products with chromium, zinc, copper, cadmium, nickel, or other metal to protect or decorate surfaces. Typically, the product being coated is immersed in molten metal or an electrolytic solution.",214990.0,43828.23945299781,True,True,12.278351445768509,10.688056441060565
51-4194,3.008171705877905,"Tool Grinders, Filers, and Sharpeners","Perform precision smoothing, sharpening, polishing, or grinding of metal objects.",35940.0,51928.25264329438,True,True,10.489633984101829,10.857637545117134
51-5111,3.161226186349606,Prepress Technicians and Workers,Format and proof text and images submitted by designers and clients into finished pages that can be printed. Includes digital and photo typesetting. May produce printing plates.,154130.0,49382.0391876987,True,True,11.945558169149304,10.807362307941215
51-5112,2.976234400424646,Printing Press Operators,"Set up and operate digital, letterpress, lithographic, flexographic, gravure, or other printing machines. Includes short-run offset printing presses.",1021930.0,46652.381376415215,True,True,13.837204532789464,10.750500687601821
51-5113,2.969742579315125,Print Binding and Finishing Workers,Bind books and other publications or finish printed products by hand or machine. May set up binding and finishing machines.,250530.0,42945.20336885802,True,True,12.431337944345358,10.667703526971042
51-6011,2.549644557730048,Laundry and Dry-Cleaning Workers,"Operate or tend washing or dry-cleaning machines to wash or dry-clean industrial or household articles, such as cloth garments, suede, leather, furs, blankets, draperies, linens, rugs, and carpets. Includes spotters and dyers of these articles.",1386280.0,33993.788772830885,True,True,14.142135179885406,10.433962520463712
51-6021,2.051551613147038,"Pressers, Textile, Garment, and Related Materials",Press or shape articles by hand or machine.,179330.0,33364.065131322146,True,True,12.09698853923875,10.415264677420986
51-6031,2.6765907114492298,Sewing Machine Operators,"Operate or tend sewing machines to join, reinforce, decorate, or perform related sewing operations in the manufacture of garment or nongarment products.",772000.0,36393.306865284976,True,True,13.556741124342862,10.502167636592462
51-6041,2.6899527136854053,Shoe and Leather Workers and Repairers,"Construct, decorate, or repair leather and leather-like products, such as luggage, shoes, and saddles. May use hand tools.",47840.0,36262.75710702341,True,True,10.775638291416081,10.498574094689127
51-6042,2.6837521946913876,Shoe Machine Operators and Tenders,"Operate or tend a variety of machines to join, decorate, reinforce, or finish shoes and shoe parts.",18560.0,37287.90948275862,True,True,9.828817884199099,10.526451228517802
51-6051,2.6271760175071432,"Sewers, Hand","Sew, join, reinforce, or finish, usually with needle and thread, a variety of manufactured items. Includes weavers and stitchers.",11080.0,34646.092057761736,True,True,9.312987208936326,10.452969077799374
51-6052,2.8114054017425483,"Tailors, Dressmakers, and Custom Sewers","Design, make, alter, repair, or fit garments.",101370.0,44533.361941402785,True,True,11.526542333179322,10.704016348636419
51-6061,2.901649799795494,Textile Bleaching and Dyeing Machine Operators and Tenders,"Operate or tend machines to bleach, shrink, wash, dye, or finish textiles or synthetic or glass fibers.",37010.0,38904.32315590381,True,True,10.518970444739574,10.568886362298601
51-6062,2.8443707132388645,"Textile Cutting Machine Setters, Operators, and Tenders","Set up, operate, or tend machines that cut textiles.",59250.0,38501.03459915612,True,True,10.989537936492082,10.558466365610863
51-6063,2.713764383318869,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders","Set up, operate, or tend machines that knit, loop, weave, or draw in textiles.",96130.0,39423.93737646937,True,True,11.473467123585595,10.582153823408149
51-6064,2.686090673658404,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders","Set up, operate, or tend machines that wind or twist textiles; or draw out and combine sliver, such as wool, hemp, or synthetic fibers. Includes slubber machine and drawing frame operators.",135600.0,38256.72566371682,True,True,11.817472029092508,10.552100796996232
51-6091,2.9654496456784227,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers","Set up, operate, or tend machines that extrude and form continuous filaments from synthetic materials, such as liquid polymer, rayon, and fiberglass.",93060.0,47232.56071351816,True,True,11.44101047109633,10.762859950976171
51-6092,3.4349784418538185,Fabric and Apparel Patternmakers,Draw and construct sets of precision master fabric patterns or layouts. May also mark and cut fabrics and apparel.,18400.0,73515.14673913043,True,True,9.820160289946374,11.205260344599619
51-6093,2.8080065903726346,Upholsterers,"Make, repair, or replace upholstery for household furniture or transportation vehicles.",141930.0,47027.54526879448,True,True,11.863096302995249,10.758510042476733
51-7011,2.8760218161663063,Cabinetmakers and Bench Carpenters,"Cut, shape, and assemble wooden articles or set up and operate a variety of woodworking machines, such as power saws, jointers, and mortisers to surface, cut, or shape lumber or to fabricate parts for wood products.",543690.0,47399.0763118689,True,True,13.20613634975073,10.766379117636912
51-7021,2.808976120541441,Furniture Finishers,"Shape, finish, and refinish damaged, worn, or used furniture or new high-grade furniture to specified color or finish.",94190.0,44393.45684255229,True,True,11.45307991459881,10.700869894737957
51-7031,3.032683591744398,"Model Makers, Wood",Construct full-size and scale wooden precision models of products. Includes wood jig builders and loft workers.,1630.0,58486.93251533742,True,True,7.396948602621014,10.97657573015183
51-7032,2.935188706537291,"Patternmakers, Wood","Plan, lay out, and construct wooden unit or sectional patterns used in forming sand molds for castings.",560.0,56691.42857142857,True,True,6.329720905522696,10.945395945903826
51-7041,2.627295914333843,"Sawing Machine Setters, Operators, and Tenders, Wood","Set up, operate, or tend wood sawing machines. May operate computer numerically controlled (CNC) equipment. Includes lead sawyers.",295060.0,42259.42249034095,True,True,12.594937393607006,10.651606288525208
51-7042,2.8374784918072087,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing","Set up, operate, or tend woodworking machines, such as drill presses, lathes, shapers, routers, sanders, planers, and wood nailing machines. May operate computer numerically controlled (CNC) equipment.",424940.0,42380.49136348661,True,True,12.959705614740264,10.654467021469447
51-8011,4.043020824917273,Nuclear Power Reactor Operators,"Operate or control nuclear reactors. Move control rods, start and stop equipment, monitor and adjust controls, and record data in logs. Implement emergency procedures when needed. May respond to abnormalities, determine cause, and recommend corrective action.",35510.0,121043.2638693326,True,True,10.477597786622002,11.703911574786039
